"V1","V2","V3","V4","V5","V6"
0.311346593600634,0.345027964400807,0.277067761347943,0.414819228353851,0.36409047314578,0.396873810569463
0.382440434294114,0.32680885785309,0.385602371743171,0.325961417805624,0.41330829573778,0.445866427627736
0.302119530170321,0.384888524463977,0.332529042412667,0.400297283231124,0.427207714011032,0.389479569054864
0.376147824670114,0.331546785977427,0.33601277712723,0.403237180089885,0.378097669487425,0.392123287671233
0.342262404917272,0.309052504653029,0.38183441510433,0.398276897396699,0.364904169822435,0.346785652849094
0.396147402500293,0.349017914234303,0.402620327477041,0.391749555863916,0.46133552777657,0.400799087797597
0.353136695071318,0.397552775578882,0.357998084342124,0.406753381558493,0.429303630181723,0.446112464784664
0.347664348923178,0.389566571052235,0.342280815664849,0.326302406066597,0.426902026211876,0.371776822268241
0.366739446172362,0.288099371558524,0.347290917064158,0.455509265647703,0.388547458179092,0.380129605098278
0.36594361991745,0.346435654246838,0.375380570811723,0.405974750446979,0.360367643099662,0.372855228655877
0.373393156558739,0.350500392962174,0.351222876770458,0.341370288415344,0.329557068894984,0.336574694321067
0.289597231313086,0.329796075796142,0.296978761962688,0.361855748150886,0.358399922399578,0.345698171250487
0.324611601914262,0.360773015935782,0.412547834822376,0.336501386633633,0.285648881606927,0.301927372120266
0.398314940322131,0.348515356115702,0.349959344869905,0.365669169180875,0.413437316360414,0.372955744388803
0.355587966571948,0.315580795923839,0.411045561659864,0.33517579690884,0.419761201447295,0.360385169783041
0.430576874693449,0.386956612353164,0.389599987236696,0.392652479079017,0.377882750364259,0.369575429122382
0.355751681917767,0.351765887915346,0.380831663045814,0.411034630892274,0.378384913227545,0.391934427705323
0.297733632499831,0.351417630167993,0.393495868728606,0.442142351677241,0.404923679430014,0.377119472238721
0.314032920229789,0.348160276035751,0.342812812305375,0.392685014126781,0.366317096061276,0.35190872810373
0.290287763969282,0.286618497010894,0.306101647092018,0.351537806913238,0.336649801735325,0.375499000841348
0.324388076006356,0.355740640398895,0.302762840733218,0.400649883208977,0.367660581688362,0.349849518660233
0.350216319902969,0.290888889802522,0.347435106458185,0.32861418757168,0.356249125953225,0.327744948380131
0.343609839101169,0.334493183891923,0.391210457756945,0.425559097669388,0.418801799577853,0.347347770025186
0.287348435706801,0.437074659499841,0.39708919637999,0.330550401835671,0.396636695312292,0.402908004009833
0.409566116352056,0.309012805262548,0.339917516055505,0.370599672187329,0.33696370678566,0.339074318694903
0.39072889774353,0.399907298803026,0.471982473994546,0.427567684643708,0.387099315308705,0.46091670231784
0.370940859664314,0.42779942049916,0.392562991126749,0.383579121450589,0.372158415367029,0.410887736896082
0.325958683711234,0.333394243583944,0.377802986417673,0.336455810901592,0.327698388004694,0.429602116902073
0.344522902971714,0.316831505061946,0.32909103884673,0.374453213631207,0.32868109702863,0.406351762535326
0.365120607456437,0.366000238296428,0.374009612750627,0.390076899030947,0.344870239254015,0.326437139951254
0.350013145751217,0.321174742664193,0.322711913188862,0.408610516357118,0.361327891006312,0.3206958868461
0.350395374790605,0.400042711696296,0.371998833729209,0.391063620430291,0.445074001907258,0.31238499435312
0.336117451654447,0.351901794688708,0.382076259674542,0.327064209112929,0.398615728833407,0.404583919942807
0.323099621497317,0.315139659583711,0.308960721663229,0.342861454948211,0.430918751288307,0.393448312429504
0.33889093266064,0.3436330580399,0.379715719535976,0.361094231797204,0.39091888317637,0.401982005594444
0.336087721302263,0.285157681888487,0.351031391954497,0.362710481957615,0.314821286638984,0.369579575906508
0.371167829839503,0.359678134363912,0.41693939325544,0.395362365253551,0.393898731405504,0.416691795779946
0.359589017074074,0.355209862928702,0.370667018586194,0.451533756735499,0.393893820793034,0.392503280304464
0.309362253607173,0.402513376009172,0.34411038499984,0.363940756998655,0.396390690986303,0.320623328029127
0.36619581399422,0.321688015441306,0.350275372968212,0.282677000302778,0.396851978678219,0.355757349124579
0.342997181644371,0.37734438083258,0.358726493722096,0.3448879731153,0.409542448727219,0.372242426184335
0.27153742490157,0.414035256467047,0.322055530852799,0.332568663974697,0.285746724494198,0.333755191538024
0.300054460022544,0.35320341589194,0.358136650777041,0.327883153953563,0.402230976086036,0.365413245081146
0.321881302356502,0.308955532801318,0.361670663398333,0.373542312212893,0.426376734054343,0.377705062715989
0.344121830550402,0.332695596026008,0.351673236408549,0.424723111247312,0.462777654921618,0.316428609120622
0.352003804171002,0.346639794407458,0.306585463224864,0.362910472755401,0.410412966390135,0.381599170884196
0.291833671757747,0.354511319798932,0.396104272506325,0.391040226098974,0.344691315615917,0.33731238431551
0.357616745832634,0.304846562430994,0.331919380704547,0.296112509178061,0.355009857907589,0.383206002728513
0.359858690621011,0.37399239707315,0.392823949158019,0.394163788619317,0.362747404947354,0.4104139486142
0.313297787407674,0.333677894264071,0.378204579069371,0.390421604113292,0.418466029693125,0.455237748074725
0.365185526855269,0.398370730270925,0.362522115234851,0.410040901835595,0.35702293225788,0.354420091733525
0.317633892828485,0.33381627427715,0.384680987191927,0.377751521307874,0.44367376844399,0.399881230696637
0.37114912282957,0.300327690424466,0.390310744154488,0.342220170924114,0.405952890003918,0.39241444954271
0.355505322298503,0.309465684965216,0.42859512714641,0.323534463796046,0.373445853793203,0.46042782215234
