"V1","V2","V3","V4","V5","V6"
0.368297118551659,0.511079584104439,0.654316396018858,0.756090209603013,0.699000387406918,0.744858911606839
0.346084452510587,0.52410158395082,0.647934416813943,0.7110528591994,0.763851210787326,0.789517524201976
0.339466704601743,0.584669933262453,0.658857713866995,0.731246524714104,0.755580053464401,0.785191225402236
0.314555816232235,0.506254433679317,0.656844062742166,0.691644124436747,0.733043928933836,0.786022740042465
0.407535066396966,0.577332052134035,0.563563912509832,0.711237137684261,0.72453878167557,0.800415123586853
0.355224855129635,0.547479901642085,0.658702838488711,0.672790489618826,0.769679963032525,0.744341831710253
0.402986674910911,0.562889558092303,0.635332395460193,0.720416193095866,0.758502717326247,0.779004047045229
0.365078048793129,0.523646850389693,0.670519405232274,0.688664502945066,0.761853405842703,0.74008570684471
0.493324788327338,0.531956735496558,0.549577058279371,0.681102557486682,0.70296493883941,0.730777485540421
0.41022832649663,0.543336061798544,0.642303227709724,0.69963189277264,0.734808101482795,0.755673283830884
0.511227649979821,0.576293260907546,0.609100022599394,0.708782605908694,0.712980712239098,0.735670149450899
0.347829609466596,0.574294615357383,0.626966591343765,0.665821889273798,0.723615013100161,0.769972999822334
0.411198661780011,0.564070089989191,0.607533815153286,0.720738490899781,0.772428827313724,0.784015308499985
0.382259614547944,0.530833787733559,0.674343434343434,0.735666817312218,0.749486570585106,0.745520080764741
0.446303511172266,0.581877305100074,0.594828655666135,0.739157262441084,0.724666343334828,0.728398344805781
0.356396084615298,0.550827730204695,0.637308758313229,0.705583899481335,0.742896614131664,0.719779416104472
0.338567510416012,0.581243243400751,0.622579336536869,0.717301590739995,0.758301605661879,0.7849930056811
0.287366636294898,0.528846345914634,0.72118413440836,0.727896719214537,0.740977837121533,0.75739005452288
0.3673292023682,0.564645755960531,0.684833832134721,0.779173499244646,0.709947539868554,0.756399045265404
0.457909674124095,0.635194276638589,0.664409598479449,0.736824508437062,0.746146583850932,0.805354530526944
0.41294133176249,0.498915421496067,0.617478003136906,0.658584946232901,0.719944877983479,0.762020101502637
0.345560542147402,0.615039281705948,0.647190268620077,0.69636816256182,0.761471336856281,0.734358959463396
0.413762486126526,0.565053507679213,0.641387635898868,0.676665774043977,0.732342831368401,0.764913109056332
0.415044828754867,0.604241290342049,0.647542304906068,0.729154498183631,0.769484024695274,0.777376692080286
0.378752910472584,0.618306526619385,0.603243124003091,0.703940666594132,0.771738545018783,0.798791499679649
0.331140374881044,0.591501823534441,0.671187646640284,0.690612534418586,0.741241473414219,0.725642197465799
0.400864144765584,0.530086611776065,0.646556662515567,0.723999546669761,0.74761868158898,0.7712966741587
0.423802081864261,0.573494490078762,0.654258144645075,0.72336902949874,0.71653644368854,0.780532751686118
0.3717125784509,0.602001676403988,0.586596746303851,0.727375254840156,0.759031342566027,0.797946856478462
0.584165699629891,0.602201573508465,0.608521286881555,0.681377814539105,0.784318748765889,0.763631505268846
0.481181088255892,0.568141021268865,0.610353503639836,0.709912363734774,0.752713247388849,0.799270488669878
0.465823645577167,0.583151395141545,0.625964735255689,0.687252425487283,0.704263141356105,0.74412668822992
0.405498890117671,0.52263430657909,0.654583241452531,0.652706158732255,0.696838048845589,0.757708864341935
0.390545417523746,0.568024935982176,0.63693618275982,0.71978094200092,0.744873094206451,0.802534264287561
0.399862761818473,0.578557173179094,0.641363353810316,0.704473350836286,0.716907850404313,0.734450079277666
0.354275747214898,0.45694705178871,0.675545943179518,0.690670593824005,0.793519117698222,0.75462701032008
0.439252372206918,0.467108636920315,0.566119199014346,0.738030010945168,0.684505456168107,0.741948085064826
0.365846081284694,0.608307994369381,0.612964243471932,0.737152246054523,0.748076480742697,0.745586659365688
0.399662573371494,0.541437158121429,0.650713845960783,0.676358329007134,0.756036206155224,0.735229149418682
0.363952270213099,0.588528817914831,0.648644638629828,0.696681857928939,0.743484830709308,0.754372019077901
0.326566418495298,0.568970175010616,0.652656717406037,0.731144763339501,0.753915128851979,0.769987572514813
0.434122497226542,0.515876029747536,0.648761624448132,0.708364868784492,0.767652332662114,0.747358868600493
0.393351725769294,0.517896548082679,0.607172921781831,0.746988572177528,0.76936856986162,0.779485615533191
0.375681421356059,0.51516325864601,0.640998374453952,0.71997789645127,0.749207064407434,0.802454616591042
0.386695653200853,0.482642518255503,0.681614017521902,0.631109419266094,0.726942365624811,0.774891403225003
0.471941550085101,0.577643516579929,0.642552472861728,0.698589338927603,0.714576997418326,0.736694298109699
0.428385474177304,0.570327778819122,0.616854524725045,0.738272228670262,0.790682271852865,0.791400145311663
0.39993329228243,0.459696492805755,0.631279341289465,0.714430455691467,0.758690109386857,0.766235919113743
0.296493520432227,0.572861143394565,0.714992962133973,0.683377617352651,0.742593724035,0.756247221863753
0.408846093466175,0.564485500755812,0.638384745136933,0.742127497441374,0.705254172501005,0.757449051101262
0.320152653497529,0.516205262044006,0.642451324609001,0.712844289891846,0.719117101384286,0.787374606752366
0.383510044435887,0.565060827250608,0.608732819130404,0.719774627906198,0.773360100404283,0.734209424986982
0.491138045119051,0.570728415398785,0.628478422791158,0.648983257425107,0.74350436531187,0.753428068025126
0.378112715461033,0.560146097443325,0.665484330583016,0.706713482247031,0.680720376975533,0.806508896398954
0.283737304280344,0.51546794390724,0.635119276603764,0.72941227039825,0.722563064963625,0.788967890752488
0.377899272532472,0.521118600061989,0.62291834542036,0.727504161066926,0.740185136554622,0.780844574193524
0.497541565967421,0.499447040111338,0.640255428653122,0.702361370167477,0.72385920107741,0.787580367886707
0.441577392639146,0.538736212995894,0.66411754586745,0.681383920791407,0.772020836418685,0.752942932794067
0.376554664982035,0.500471160164779,0.679557722705406,0.666075060364437,0.7696339401925,0.742768875202896
0.436830097791326,0.526327381945603,0.583472086303574,0.743664285000737,0.736726145592386,0.759289944884516
0.460261514305148,0.536063249947636,0.643577067590296,0.737318557851304,0.74935791297891,0.792178259384619
0.349509555715177,0.588413369524877,0.608616272972385,0.668157325134712,0.784587145469136,0.775779007790078
0.443359022182699,0.528474208929999,0.700765604136727,0.660649241889387,0.766192722371968,0.736565883342907
0.388489302308653,0.535365888929747,0.658961870489854,0.710966199296186,0.681829763475706,0.784342699435495
0.368944187097503,0.493620710228197,0.689374406700475,0.701329543253681,0.763950995179369,0.738354397280572
0.305986561179551,0.514286996331053,0.678913765128938,0.68892233973399,0.785617783187329,0.782860935944242
0.428874334140975,0.461876064195141,0.701869686322343,0.685170084914953,0.753027910147932,0.737205069678301
0.33098753288345,0.553013608765687,0.615006667914116,0.735537666464319,0.748885324779471,0.792825101753795
0.465306146924508,0.534275393905888,0.659558798551522,0.737264556225871,0.684729840101638,0.77820168345452
0.350138870569674,0.454892064276152,0.662838079199837,0.739377220272593,0.704304077180899,0.753411980341243
0.243340825402898,0.566041393335372,0.648476754588397,0.751271072927486,0.731276205064758,0.762833245958724
0.442405389006316,0.56123893652356,0.655934528034569,0.716076999163053,0.742530291033854,0.815801004523499
0.398427962772215,0.538753477348876,0.620917171908346,0.712828862534504,0.72986451174129,0.729984412669126
0.430345544696457,0.52988308186328,0.67772267032199,0.691745474143781,0.753013542641018,0.781466976435446
